,nothing,urls,text
47,15115,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=15115,and the next nothing is 44327
48,44327,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=44327,and the next nothing is 7715
49,7715,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=7715,and the next nothing is 15248
50,15248,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=15248,and the next nothing is 61895
51,61895,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=61895,and the next nothing is 54759
52,54759,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=54759,and the next nothing is 54270
53,54270,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=54270,and the next nothing is 51332
54,51332,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=51332,and the next nothing is 63481
55,63481,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=63481,and the next nothing is 12362
56,12362,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=12362,and the next nothing is 94476
57,94476,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=94476,and the next nothing is 87810
58,87810,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=87810,and the next nothing is 6027
59,6027,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=6027,and the next nothing is 47551
60,47551,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=47551,and the next nothing is 79498
61,79498,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=79498,and the next nothing is 81226
62,81226,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=81226,and the next nothing is 4256
63,4256,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=4256,and the next nothing is 62734
64,62734,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=62734,and the next nothing is 25666
65,25666,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=25666,and the next nothing is 14781
66,14781,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=14781,and the next nothing is 21412
67,21412,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=21412,and the next nothing is 55205
68,55205,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=55205,and the next nothing is 65516
69,65516,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=65516,and the next nothing is 53535
70,53535,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=53535,and the next nothing is 4437
71,4437,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=4437,and the next nothing is 43442
72,43442,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=43442,and the next nothing is 91308
73,91308,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=91308,and the next nothing is 1312
74,1312,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=1312,and the next nothing is 36268
75,36268,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=36268,and the next nothing is 34289
76,34289,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=34289,and the next nothing is 46384
77,46384,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=46384,and the next nothing is 18097
78,18097,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=18097,and the next nothing is 9401
79,9401,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=9401,and the next nothing is 54249
80,54249,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=54249,and the next nothing is 29247
81,29247,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=29247,and the next nothing is 13115
82,13115,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=13115,and the next nothing is 23053
83,23053,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=23053,and the next nothing is 3875
84,3875,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=3875,and the next nothing is 16044
85,16044,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=16044,Yes. Divide by two and keep going.
86,8022,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=8022,and the next nothing is 25357
87,25357,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=25357,and the next nothing is 89879
88,89879,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=89879,and the next nothing is 80119
89,80119,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=80119,and the next nothing is 50290
90,50290,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=50290,and the next nothing is 9297
91,9297,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=9297,and the next nothing is 30571
92,30571,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=30571,and the next nothing is 7414
93,7414,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=7414,and the next nothing is 30978
94,30978,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=30978,and the next nothing is 16408
95,16408,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=16408,and the next nothing is 80109
96,80109,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=80109,and the next nothing is 55736
97,55736,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=55736,and the next nothing is 15357
98,15357,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=15357,and the next nothing is 80887
99,80887,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=80887,and the next nothing is 35014
100,35014,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=35014,and the next nothing is 16523
101,16523,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=16523,and the next nothing is 50286
102,50286,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=50286,and the next nothing is 34813
103,34813,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=34813,and the next nothing is 77562
104,77562,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=77562,and the next nothing is 54746
105,54746,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=54746,and the next nothing is 22680
106,22680,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=22680,and the next nothing is 19705
107,19705,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=19705,and the next nothing is 77000
108,77000,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=77000,and the next nothing is 27634
109,27634,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=27634,and the next nothing is 21008
110,21008,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=21008,and the next nothing is 64994
111,64994,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=64994,and the next nothing is 66109
112,66109,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=66109,and the next nothing is 37855
113,37855,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=37855,and the next nothing is 36383
114,36383,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=36383,and the next nothing is 68548
115,68548,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=68548,and the next nothing is 96070
116,96070,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=96070,and the next nothing is 83051
117,83051,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=83051,and the next nothing is 58026
118,58026,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=58026,and the next nothing is 44726
119,44726,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=44726,and the next nothing is 35748
120,35748,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=35748,and the next nothing is 61287
121,61287,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=61287,and the next nothing is 559
122,559,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=559,and the next nothing is 81318
123,81318,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=81318,and the next nothing is 50443
124,50443,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=50443,and the next nothing is 1570
125,1570,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=1570,and the next nothing is 75244
126,75244,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=75244,and the next nothing is 56265
127,56265,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=56265,and the next nothing is 17694
128,17694,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=17694,and the next nothing is 48033
129,48033,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=48033,and the next nothing is 56523
130,56523,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=56523,and the next nothing is 51253
131,51253,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=51253,and the next nothing is 85750
132,85750,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=85750,and the next nothing is 42760
133,42760,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=42760,and the next nothing is 11877
134,11877,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=11877,and the next nothing is 15962
135,15962,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=15962,and the next nothing is 75494
136,75494,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=75494,and the next nothing is 87283
137,87283,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=87283,and the next nothing is 40396
138,40396,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=40396,and the next nothing is 49574
139,49574,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=49574,and the next nothing is 82682
140,82682,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=82682,"There maybe misleading numbers in the 
text. One example is 82683. Look only for the next nothing and the next nothing is 63579"
141,63579,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=63579,and the next nothing is 37278
142,37278,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=37278,and the next nothing is 53548
143,53548,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=53548,and the next nothing is 66081
144,66081,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=66081,and the next nothing is 67753
145,67753,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=67753,and the next nothing is 56337
146,56337,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=56337,and the next nothing is 3356
147,3356,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=3356,and the next nothing is 94525
148,94525,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=94525,and the next nothing is 89574
149,89574,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=89574,and the next nothing is 4413
150,4413,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=4413,and the next nothing is 82294
151,82294,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=82294,and the next nothing is 56060
152,56060,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=56060,and the next nothing is 95493
153,95493,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=95493,and the next nothing is 80865
154,80865,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=80865,and the next nothing is 66242
155,66242,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=66242,and the next nothing is 16065
156,16065,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=16065,and the next nothing is 62145
157,62145,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=62145,and the next nothing is 23147
158,23147,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=23147,and the next nothing is 83763
159,83763,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=83763,and the next nothing is 62381
160,62381,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=62381,and the next nothing is 76841
161,76841,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=76841,and the next nothing is 91706
162,91706,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=91706,and the next nothing is 9268
163,9268,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=9268,and the next nothing is 64814
164,64814,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=64814,and the next nothing is 80809
165,80809,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=80809,and the next nothing is 14039
166,14039,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=14039,and the next nothing is 73355
167,73355,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=73355,and the next nothing is 81905
168,81905,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=81905,and the next nothing is 36402
169,36402,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=36402,and the next nothing is 27221
170,27221,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=27221,and the next nothing is 79607
171,79607,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=79607,and the next nothing is 91763
172,91763,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=91763,and the next nothing is 11631
173,11631,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=11631,and the next nothing is 76396
174,76396,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=76396,and the next nothing is 69905
175,69905,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=69905,and the next nothing is 11073
176,11073,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=11073,and the next nothing is 71281
177,71281,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=71281,and the next nothing is 54345
178,54345,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=54345,and the next nothing is 19047
179,19047,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=19047,and the next nothing is 34376
180,34376,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=34376,and the next nothing is 3193
181,3193,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=3193,and the next nothing is 74258
182,74258,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=74258,and the next nothing is 62712
183,62712,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=62712,and the next nothing is 1823
184,1823,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=1823,and the next nothing is 21232
185,21232,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=21232,and the next nothing is 87890
186,87890,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=87890,and the next nothing is 21545
187,21545,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=21545,and the next nothing is 37136
188,37136,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=37136,and the next nothing is 23060
189,23060,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=23060,and the next nothing is 5385
190,5385,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=5385,and the next nothing is 4620
191,4620,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=4620,and the next nothing is 39111
192,39111,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=39111,and the next nothing is 35914
193,35914,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=35914,and the next nothing is 60310
194,60310,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=60310,and the next nothing is 19178
195,19178,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=19178,and the next nothing is 44671
196,44671,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=44671,and the next nothing is 45736
197,45736,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=45736,and the next nothing is 9216
198,9216,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=9216,and the next nothing is 12585
199,12585,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=12585,and the next nothing is 11302
200,11302,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=11302,and the next nothing is 33096
201,33096,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=33096,and the next nothing is 13967
202,13967,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=13967,and the next nothing is 57004
203,57004,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=57004,and the next nothing is 64196
204,64196,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=64196,and the next nothing is 73929
205,73929,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=73929,and the next nothing is 24800
206,24800,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=24800,and the next nothing is 25081
207,25081,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=25081,and the next nothing is 90033
208,90033,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=90033,and the next nothing is 45919
209,45919,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=45919,and the next nothing is 54827
210,54827,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=54827,and the next nothing is 73950
211,73950,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=73950,and the next nothing is 56978
212,56978,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=56978,and the next nothing is 8133
213,8133,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=8133,and the next nothing is 61900
214,61900,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=61900,and the next nothing is 47769
215,47769,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=47769,and the next nothing is 631
216,631,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=631,and the next nothing is 2284
217,2284,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=2284,and the next nothing is 60074
218,60074,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=60074,and the next nothing is 35959
219,35959,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=35959,and the next nothing is 57158
220,57158,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=57158,and the next nothing is 90990
221,90990,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=90990,and the next nothing is 27935
222,27935,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=27935,and the next nothing is 99927
223,99927,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=99927,and the next nothing is 41785
224,41785,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=41785,and the next nothing is 32660
225,32660,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=32660,and the next nothing is 4328
226,4328,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=4328,and the next nothing is 42067
227,42067,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=42067,and the next nothing is 8743
228,8743,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=8743,and the next nothing is 38613
229,38613,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=38613,and the next nothing is 21100
230,21100,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=21100,and the next nothing is 77864
231,77864,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=77864,and the next nothing is 6523
232,6523,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=6523,and the next nothing is 6927
233,6927,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=6927,and the next nothing is 82930
234,82930,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=82930,and the next nothing is 35846
235,35846,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=35846,and the next nothing is 31785
236,31785,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=31785,and the next nothing is 41846
237,41846,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=41846,and the next nothing is 72387
238,72387,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=72387,and the next nothing is 59334
239,59334,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=59334,and the next nothing is 65520
240,65520,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=65520,and the next nothing is 93781
241,93781,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=93781,and the next nothing is 55840
242,55840,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=55840,and the next nothing is 80842
243,80842,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=80842,and the next nothing is 59022
244,59022,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=59022,and the next nothing is 23298
245,23298,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=23298,and the next nothing is 27709
246,27709,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=27709,and the next nothing is 96791
247,96791,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=96791,and the next nothing is 75635
248,75635,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=75635,and the next nothing is 52899
249,52899,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=52899,and the next nothing is 66831
250,66831,http://www.pythonchallenge.com/pc/def/linkedlist.php?nothing=66831,peak.html
